ABN,Charity_Legal_Name,Other_Organisation_Names,Address_Type,Address_Line_1,Address_Line_2,Address_Line_3,Town_City,State,Postcode,Country,Charity_Website,Registration_Date,Date_Organisation_Established,Charity_Size,Number_of_Responsible_Persons,Financial_Year_End,Operates_in_ACT,Operates_in_NSW,Operates_in_NT,Operates_in_QLD,Operates_in_SA,Operates_in_TAS,Operates_in_VIC,Operates_in_WA,Operating_Countries,PBI,HPC,Preventing_or_relieving_suffering_of_animals,Advancing_Culture,Advancing_Education,Advancing_Health,Promote_or_oppose_a_change_to_law__government_poll_or_prac,Advancing_natual_environment,Promoting_or_protecting_human_rights,Purposes_beneficial_to_ther_general_public_and_other_analogous,Promoting_reconciliation__mutual_respect_and_tolerance,Advancing_Religion,Advancing_social_or_public_welfare,Advancing_security_or_safety_of_Australia_or_Australian_public,Aboriginal_or_TSI,Adults,Aged_Persons,Children,Communities_Overseas,Early_Childhood,Ethnic_Groups,Families,Females,Financially_Disadvantaged,LGBTIQA+,General_Community_in_Australia,Males,Migrants_Refugees_or_Asylum_Seekers,Other_Beneficiaries,Other_Charities,People_at_risk_of_homelessness,People_with_Chronic_Illness,People_with_Disabilities,Pre_Post_Release_Offenders,Rural_Regional_Remote_Communities,Unemployed_Person,Veterans_or_their_families,Victims_of_crime,Victims_of_Disasters,Youth,animals,environment,other_gender_identities
57503891177,Joan and Ronald Filmer Foundation,,Business,,,,,,,,,13/04/2021,13/04/2021,Small,4,30-Jun,,,,,,,Y,Y,AUS,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,
69357421621,Caboolture Men's Shed Incorporated,,Business,36 Devine Ct,,,Morayfield,QLD,4506,Australia,https://www.caboolturemensshed.com.au/,01/07/2023,14/06/2017,Small,2,30-Jun,,,,Y,,,,,AUS,,,,,,Y,,,,,,,,,,Y,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,
64842371179,TOWNSVILLE GEM AND MINERAL CLUB INC,,Business,96-102 Mooney St,,,Gulliver,QLD,4812,Australia,www.townsvillegemandmineralclub.com.au,19/09/2024,01/11/1999,,8,31-Jul,,,,Y,,,,,,,,,,Y,,,,,,,,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,,Y,Y,Y,,,,Y,,Y,Y,Y,,,Y,,,Y
54667943369,Doris Chan Su Family Fund,,Business,68 Kawarren St,Balwyn North,,,VIC,3104,Australia,,13/06/2024,13/06/2024,Small,3,30-Jun,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14137645904,Port Stephens Third Age Learning Inc,,Business,Po Box 68,,,Salamander Bay,NSW,2317,Australia,www.portstephens.u3anet.org.au,01/06/2024,17/03/2020,Small,10,30-Sep,,Y,,,,,,,AUS,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,
82663460728,Soroptimist International of Adelaide Incorporated,,Business,95 South Tce,,,Adelaide,SA,5000,Australia,https://www.sisa.org.au/pages/clubs/adelaide-inc.php,01/07/2023,12/09/2002,Small,5,31-Dec,,,,,Y,,,,AUS,,,,,Y,,,,,,,,Y,,Y,Y,,,Y,,Y,Y,Y,Y,,Y,Y,Y,,,Y,,Y,Y,Y,Y,,Y,Y,Y,,,
82042191057,MONASH ECONOMICS & COMMERCE STUDENTS SOCIETY INC (ARBN: A0037487C),,Business,,,,,,,,https://www.monashbcss.com.au/,01/07/2023,23/03/1994,Small,13,30-Jun,,,,,,,Y,,AUS,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,
17687974223,POUCHIE.Z KANGAROO SANCTUARY & WILDLIFE RESCUE LIMITED,,Business,,,,,,,,https://www.pouchiezkangaroosanctuary.org/,12/06/2025,12/06/2025,,6,30-Jun,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
57967517725,The Trustee for HousingFirst Subtrust 1 Trust,,Business,L 3 Se 3 492 St Kilda Rd,,,Melbourne,VIC,3004,Australia,https://www.housingfirst.org.au/,06/05/2021,06/05/2021,Large,10,30-Jun,,,,,,,Y,,AUS,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,
68404147972,CITY OF DEVONPORT BRASS INCORPORATED,,Business,Po Box 694,,,Devonport,TAS,7310,Australia,https://sites.google.com/site/devonportbrass/,01/07/2020,31/12/1874,Small,6,30-Jun,,,,,,Y,,,AUS,,,,Y,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,
40699295561,PUSH BETHEL INCORPORATED,,Business,15 Poso Pl,,,Atwell,WA,6164,Australia,,31/08/2021,15/02/2021,Small,4,31-Dec,,,,,,,,Y,AUS,,,,,,,,,,,,Y,,,,Y,Y,Y,,,Y,Y,Y,Y,,,Y,,,,Y,Y,Y,,,Y,,Y,Y,Y,,,
26231494043,Murnong First Peoples' Gathering Place Indigenous Corporation,Murnong First Peoples Gathering Place,Business,100 High St,,,GLEN IRIS,VIC,3146,Australia,,18/04/2024,16/04/2024,,4,30-Jun,,,,,,,Y,,,,,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
86907037871,Ngemba Nation Elders Indigenous Corporation,,Business,21-22 Bathurst Street,,,BREWARRINA,NSW,2839,Australia,,14/04/2025,17/05/2021,,6,30-Jun,,Y,,,,,,,,Y,,,Y,,,,,,,,,Y,,Y,Y,Y,Y,,Y,,Y,Y,Y,,Y,Y,,,,Y,Y,Y,Y,Y,Y,,Y,Y,Y,,,
79441591104,FRIENDS OF LOWER KOROROIT CREEK INC.,,Business,1 beachside cresent,,,point cook,VIC,3030,Australia,https://www.folkc.org.au,03/12/2012,12/04/2001,Small,3,30-Jun,,,,,,,Y,,AUS,,,,,,,,Y,,,,,,,,Y,Y,Y,,,,Y,,,,,,,,,,,,,,,,,,Y,,Y,
15659629662,The Solis Ensemble,,Business,12 Illawong St,,,Lugarno,NSW,2210,Australia,https://www.facebook.com/TheSolisEnsemble,08/10/2024,18/06/2024,Small,10,30-Jun,,Y,,,,,,,AUS,,,,Y,,,,,,,,,,,Y,Y,,,,,Y,Y,Y,,,Y,Y,,,,,,,,,,,,,Y,,,Y
85243602852,Cassen Family Foundation,,Business,Po Box 3162,,,Manuka,ACT,2603,Australia,,19/06/2024,19/06/2024,Small,3,30-Jun,,Y,,,,,,,AUS,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,Y,,,,,Y,Y,,,,,,,,,,,
72856755714,AL-NAJASHI CENTER INCORPORATED,,Business,145 Nicholson St,,,Footscray,VIC,3011,Australia,https://alnajashifoundation.org.au/,08/01/2025,08/12/2023,,4,30-Jun,,,,,,,Y,,,,,,Y,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58250193431,AUSTRALIA TELUGU NRI ASSOCIATION INC.,,Business,1 Prince St,,,Clayton,VIC,3168,Australia,,10/07/2025,01/07/2025,,10,30-Jun,,,,,,,Y,,,,,,Y,,,,,,,Y,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,,Y
32948847615,The Trustee for GRUGEON FAMILY CHARITABLE FOUNDATION,,Business,380 Duckenfield Rd,,,Berry Park,NSW,2321,Australia,,17/05/2021,17/05/2021,Small,3,30-Jun,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72932643944,Apostolic Jesus Name Fellowship,,Business,320 Wa-Tyne Street,,,Napranum Mission River,QLD,4874,Australia,,01/03/2021,01/03/2021,Small,4,30-Sep,,,,Y,,,,,AUS,,,,,,,,,,,,Y,,,Y,Y,Y,Y,,Y,Y,Y,,Y,,,,,,,Y,Y,Y,,Y,Y,,,,Y,,,
48529939867,BENDIGO AMATEUR RADIO AND ELECTRONICS CLUB INC,,Business,35 Lansell St,,,East Bendigo,VIC,3550,Australia,www.barec.net.au,30/08/2021,05/06/1989,Small,4,31-Dec,,,,,,,Y,,AUS,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,Y,,,,Y,,,,
59741875413,Kultju (Aboriginal Corporation) RNTBC,,Business,222 Boulder Rd,377 Hannan Street,,SOUTH KALGOORLIE,WA,6430,Australia,,01/01/2021,11/10/2019,,5,30-Jun,,,,,,,,Y,,,,,Y,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53470910212,The Trustee for the Louis Koala Foundation,,Business,"Suite 14.06, Level 6",109 Pitt Street,,Sydney,NSW,2000,,,23/03/2021,16/03/2021,Small,5,30-Jun,,Y,,,,,,,AUS,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
69648963268,SAFE SPACE PERFORMANCES LTD,,Business,13 Digby Dr,,,Romsey,VIC,3434,Australia,https://www.safespaceperformancesltd.com/,26/09/2021,24/03/2021,Small,3,30-Jun,,,,,,,Y,,AUS,,,,Y,,,,,,,,,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,,,,,,Y,,Y,,,,,Y,,,Y
30650083668,LIVING STONES CHRISTIAN CHURCH LTD,,Business,41 Watt Ave,,,Oak Park,VIC,3046,Australia,www.livingscc.com,13/05/2021,11/05/2021,Small,5,30-Jun,,,,,,,Y,Y,AUS,,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,,Y,Y,,,,Y,,,,,,,,,,,,,Y,,,
21341081313,The Joy Foundation,,Business,,,,,,,,,27/05/2021,27/05/2021,Small,6,30-Jun,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,
63242967006,Kinross Primary School parents and citizens association incorporated,,Business,Kinross Primary School,,,Kinross,WA,6028,Australia,https://www.kinrossps.wa.edu.au/,01/01/2021,18/11/2008,Small,8,31-Dec,,,,,,,,Y,AUS,,,,,Y,,,,,,,,,,Y,,,Y,,Y,Y,,Y,Y,,Y,Y,,,,,,Y,,,,,,,,,,
23850316226,AUSTRALIAN JEWISH ASSOCIATION TZEDAKAH INCORPORATED,,Business,Se 501 655 Pacific Hwy,,,St Leonards,NSW,2065,Australia,https://tzedakah.com.au,07/09/2020,20/08/2020,Small,5,30-Jun,,,,,,,,,AUS,,,,Y,,,,,,,Y,Y,Y,,,Y,Y,,,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,
52448968284,Diamond Foundation,,Business,,,,,,,,,14/05/2021,14/05/2021,Large,3,30-Jun,,Y,,,,,,,AUS,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,
19278285465,The Trustee for the Jimfan Foundation,,Business,L 11 309 Kent St,,,Sydney,NSW,2000,Australia,,25/01/2021,21/01/2021,Small,3,30-Jun,,,,,,,,,AUS,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,
96171939285,The Vitek Foundation,,Business,9 Keith St,,,Clovelly,NSW,2031,Australia,,18/05/2021,11/05/2021,Small,3,30-Jun,,Y,,,,,,,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,
37650268385,WHAT ABILITY FOUNDATION LIMITED,,Business,Suite 1.03,7 Eden Park Drive,,Macquarie Park,NSW,2047,Australia,www.whatabilityfoundation.org.au,17/05/2021,17/05/2021,Small,4,30-Jun,Y,Y,Y,Y,Y,Y,Y,Y,AUS,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,
15649364796,KINDNESS PROJECT AUSTRALIA LTD,Defend the Wild,Business,37 O'connell St,,,North Melbourne,VIC,3051,Australia,www.defendthewild.org,01/12/2023,12/04/2021,Small,4,30-Jun,,Y,,Y,,,Y,,AUS,,,,Y,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,
67216513504,Clare Men's Shed Incorporated,,Business,6 Burton St,,,Clare,SA,5453,Australia,,07/07/2021,16/01/2019,Small,5,30-Jun,,,,,Y,,,,AUS,,,,,,Y,,,,,,,,,,Y,Y,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,
14564455327,MYLOR CITIZENS FRIENDSHIP CLUB OF MYLOR INCORPORATED,,Business,242 Strathalbyn Rd,,,Mylor,SA,5153,Australia,mcfc.mylor.org.au,01/05/2021,01/07/2007,Small,11,30-Jun,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,Y,Y,,,,Y,Y,Y,,Y,Y,,,Y,,,Y,,Y,Y,Y,,,Y,,,
64665005820,Anglican Parish of Mulwala & Berrigan with Oaklands,,Business,24 Edward Street,,,Mulwala,NSW,2647,Australia,www.anglicanriverina.com,17/10/2020,05/06/1898,Small,4,31-Dec,,Y,,,,,,,AUS,,,,,,,,,,,,Y,,,Y,Y,Y,Y,,,Y,Y,Y,Y,,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,
65353627271,Foxford Necessitous Circumstances Fund,,Business,1 Challis Ave,,,Potts Point,NSW,2011,Australia,https://www.stvincents.nsw.edu.au/our-community/foundation/,30/09/2020,31/08/2020,Small,1,31-Dec,,Y,,,,,,,AUS,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
93639737465,REGULATORY POLICY INSTITUTE OF AUSTRALIA AND NEW ZEALAND LIMITED,,Business,Tower 2,,,Barangaroo,NSW,2000,Australia,www.rpianz.org,11/04/2021,13/03/2020,Small,4,30-Jun,,,,,,,,,,,,,,Y,,,,,,,,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,
18243980486,CESSNOCK MEN'S SHED AND GARDEN INC,,Business,OFF WINE COUNTRY DRIVE,,,NULKABA,NSW,2325,Australia,www.cmsg.org.au,26/07/2021,07/08/2008,Small,7,30-Jun,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,Y,,,,,,,,Y,Y,,,,,,,
68649685352,ROBERT MENZIES INSTITUTE LTD,,Business,"East Wing, Old Quad, University of Melbourne",,,Parkville,VIC,3010,Australia,https://www.robertmenziesinstitute.org.au/,30/04/2021,23/04/2021,Medium,8,31-Dec,,,,,,,Y,,AUS,,,,Y,Y,,,,,,,,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,
40649601721,CARRY FOUNDATION LTD,,Business,,,,,,,,,20/04/2021,20/04/2021,Small,4,30-Jun,,,,,,Y,,,AUS,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
81271350324,Western Yalanji Aboriginal Corporation RNTBC,Western Yalanji Corporation,Business,39 Constance Street,,,MAREEBA,QLD,4880,Australia,https://www.facebook.com/westernyalanji/,01/05/2021,30/12/1998,,14,30-Jun,,,,Y,,,,,,Y,,,Y,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38182423131,Positive Sum Foundation,,Business,,,,,,,,,27/05/2021,27/05/2021,Small,3,30-Jun,,,,,,,,,AUS,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,
74322615025,De Dominicis Foundation,,Business,4 Marine Pde,,,Towradgi,NSW,2518,Australia,,04/05/2021,04/05/2021,Small,3,30-Jun,,Y,,,,,,,AUS,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,
51233946144,SHEPHERD'S CARE COMMUNITY SERVICES INC,,Business,30 Mclennan Dr,,,Kensington,VIC,3031,Australia,www.rccgstrongtower.org.au,10/05/2021,08/06/2012,Small,4,30-Jun,,,,,,,Y,,AUS,Y,,,,,,,,,,,,Y,,,,,,,,Y,Y,,Y,,,,,,,Y,Y,Y,,,Y,,Y,,Y,,,
46124201031,Loefam Foundation,,Business,C/O Australian Philanthropic Services,"Level 7, 130 Pitt Street",,Sydney,NSW,2000,,,24/05/2021,24/05/2021,Small,3,30-Jun,,,,,,,,,AUS,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,
80146283004,Ignition Foundation,,Business,,,,,,,,,03/05/2021,15/04/2021,Small,4,30-Jun,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14374431714,The John McArthur Foundation,,Business,172 Fullarton Rd,,,Dulwich,SA,5065,Australia,,01/07/2021,24/05/2021,Small,1,30-Jun,,,,,Y,,,,AUS,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
41625935140,UNTANGLE THE BRAIN LIMITED,,Business,8 Kent St,,,Winmalee,NSW,2777,Australia,www.untanglethebrain.com.au,18/05/2021,18/05/2018,Small,2,30-Jun,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23649303186,EAST GIPPSLAND COMMUNITY FOUNDATION LIMITED,Gippsland Community Foundation,Business,PO Box 1403,,,Bairnsdale,VIC,3875,Australia,http://www.gippslandcf.org.au,08/04/2021,08/04/2021,Medium,11,30-Jun,,,,,,,Y,,AUS,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,Y,,,,
,856614-Q1Z0S3 PAF,,Business,,,,,,,,,11/05/2021,11/05/2021,Small,3,30-Jun,,,,,,,Y,,AUS,,,,,,,,,,Y,,,,,,Y,Y,Y,,Y,,Y,,,,Y,,,,,,Y,,,,,,,Y,Y,,,
92881758257,Malaga multicultural alliance inc,,Business,U 1 1 Hunt St,,,Malaga,WA,6090,Australia,,10/11/2020,10/11/2020,Small,3,30-Jun,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,Y,,,Y,,,,,,,Y,,,,,,,,,Y,,,
52648608342,BFF 4 CHANGE LTD,,Business,Level 4,29 Kiora Rd,,Miranda,NSW,2228,Australia,www.bff4change.org,12/03/2021,11/03/2021,Small,7,30-Jun,,Y,,,,,,,AUS,Y,,,,,,,,,,,,Y,,,Y,,,,,,Y,Y,,,,Y,,,Y,Y,,,,,,,Y,Y,Y,,,Y
62158382708,The Trustee for McCall MacBain Foundation Australia Trust,,Business,"Part Level 18, Blue Tower",12 Creek Street,,Brisbane City,QLD,4000,Australia,,17/05/2021,17/05/2021,Small,3,30-Jun,,,,,,,,,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,
29921783854,WARRADALE COMMUNITY CHILDREN'S CENTRE INCORPORATED,,Business,Warradale Comm Ccc,,,Warradale,SA,5046,Australia,,01/07/2023,19/09/1993,,10,30-Jun,,,,,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,
36650106737,WE CAN RECOVER LTD,,Business,42-50 Tingira St,,,Portsmith,QLD,4870,Australia,https://wecanrecover.com.au,21/05/2021,21/05/2021,Small,9,30-Jun,,Y,Y,Y,Y,,Y,Y,AUS,,Y,,,,Y,,,,,,,Y,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,
65946055704,Carabooda Baptist College Inc.,,Business,PO Box D178,,,Perth BC,WA,6849,Australia,,20/04/2021,20/04/2021,Small,7,31-Dec,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34594288101,HILF AL FUDUL CHARITY AUSTRALIA INCORPORATED,"Fudul, HAFA",Business,18 Wales St,,,Greenacre,NSW,2190,Australia,https://www.hafcai.org/,13/08/2020,24/06/2020,Small,5,30-Jun,,Y,,,,,,,AUS,,,,,Y,Y,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
16647325513,TESS WATERLILY FOUNDATION PTY LTD,,Business,U 4 14 Burke Cres,,,North Lakes,QLD,4509,Australia,,21/01/2021,21/01/2021,Small,3,30-Jun,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14869538247,House of Shalom,,Business,,,,,,,,,05/05/2021,07/06/2019,Small,3,30-Jun,,,,,,,Y,,AUS,,,,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,Y,,,,Y,Y,,Y,Y,Y,,,
42974287805,Newport Railway Museum Inc.,,Business,26 Champion Rd,,,Newport,VIC,3015,Australia,www.railwaymuseum.org.au,31/05/2020,05/02/2020,Small,7,30-Jun,,,,,,,Y,,AUS,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
33650210398,HAPPILY HEIFER AFTER LTD,,Business,166 Deveron Road,,,Glenwood,QLD,4570,Australia,www.happilyheiferafter.org,14/05/2021,14/05/2021,Small,3,30-Jun,,,,Y,,,,,AUS,,,Y,,,,,,,,,,,,,,,Y,,,,Y,Y,,,,Y,,,,,,,,Y,,,Y,,Y,Y,Y,
38477640607,Narooma District Woodcrafters Association Inc.,,Business,7 Eurobodalla Rd,,,Bodalla,NSW,2545,Australia,,28/10/2021,24/09/1991,Small,7,31-Dec,,Y,,,,,,,AUS,,,,,,Y,,,,,,,Y,,,,Y,,,,,,Y,,,,Y,,,,,,,,Y,,,,,,,,
59646743375,WOMEN'S FUND ASIA LIMITED,,Business,L 5 600 Bourke St,,,Melbourne,VIC,3000,Australia,www.womensfundasia.org,21/12/2020,21/12/2020,Large,4,31-Mar,,,,,,,,,"AFG, BGD, BTN, IDN, LAO, LKA, MYS, NPL, VNM",,,,,,,,,Y,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,
15544060860,Shoalhaven Assistance and Support Inc,,Business,19 Daley Cres,,,North Nowra,NSW,2541,Australia,https://www.facebook.com/profile.php?id=100066448525494,10/05/2021,03/03/2021,Small,7,30-Jun,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,
74619091759,Simmons ALL In Foundation,,Business,C/O Australian Philanthropic Services,"Level 7, 130 Pitt Street",,Sydney,NSW,2000,,,25/05/2021,25/05/2021,Small,3,30-Jun,,,,,,,,,AUS,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,
58643271694,AMANI'S SHELTER LTD,,Business,4 Whitton Ct,,,Ocean Shores,NSW,2483,Australia,https://www.facebook.com/KirstAndRichInAfrica/?locale=pt_PT,01/01/2021,06/08/2020,Small,5,30-Jun,,,,,,,,,"KEN, UGA",Y,,,,,,,,,,,,,,,,,Y,Y,,,Y,,Y,,,,,,,,,,,,,,,,Y,,,
62649651230,PEOPLE AGAINST POVERTY AND CORRUPTION (PAPCO) LTD,,Business,,,,,,,,,23/04/2021,23/04/2021,Small,1,30-Jun,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99649972663,DESERT ACCOUNTING AND BUSINESS SUPPORT PTY LTD,,Business,76 Wittenoom St,,,East Perth,WA,6004,Australia,www.dabs.net.au,05/05/2021,05/05/2021,Medium,4,30-Jun,,,,,,,,Y,AUS,Y,,,,,,,,,,,,Y,,Y,,,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,,
92641954689,Monaro Rail Trail Incorporated,,Business,1149 Old Bega Rd,,,Steeple Flat,NSW,2631,Australia,www.monarorailtrail.com.au,01/07/2020,19/08/2015,Small,7,30-Jun,,Y,,,,,,,AUS,,,,,,,,,,Y,,,,,,Y,Y,,,,,Y,Y,,,,Y,,,,,,Y,,Y,,Y,,,Y,,,
78301619713,WATERGUM COMMUNITY INC,,Business,,71-137 Somerset Drive,,Mudgeeraba,QLD,4213,Australia,www.watergum.org,01/01/2021,26/03/2001,Medium,7,30-Jun,,Y,Y,Y,,,,Y,AUS,,,,,Y,,,Y,,,,,,,,Y,Y,Y,,Y,,Y,,,,Y,,,,,,,,,Y,,,,,Y,Y,Y,
66549755178,Peninsula Voice Incorporated,Peninsula Voice,Business,320 Main St,,,Mornington,VIC,3931,Australia,https://www.peninsulavoice.org.au/,07/10/2021,04/08/2014,Small,10,30-Jun,,,,,,,Y,,AUS,,Y,,,,Y,,,,,,,,,,Y,Y,,,,,Y,,,,,,,,,Y,,,,,,,,,,,Y,
,859379-M1S7Z0 PAF,,Business,,,,,,,,,20/05/2021,20/05/2021,Small,3,30-Jun,,,,,,,,,AUS,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,
,859701-Y9K2G5 PAF,,Business,,,,,,,,,25/05/2021,25/05/2021,Small,2,30-Jun,,,,,,,,,AUS,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,
17791008398,Tackling Leukaemia Incorporated,,Business,U 2 1a Williams Rd,,,Windsor,VIC,3181,Australia,https://www.tacklingleukaemia.org.au,21/05/2021,18/05/2021,Small,5,30-Jun,Y,Y,Y,Y,Y,Y,Y,Y,AUS,,Y,,,,Y,,,,,,,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,,,,,Y,,,Y,,,,,Y,,,Y
53437006112,Halina Lewenberg Charitable Foundation,,Business,,,,,,,,,24/05/2021,13/05/2021,Small,5,30-Jun,,,,,,,Y,,AUS,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,
15650371529,SGCH KEYS LIMITED,,Business,Level 4,50 Scott St,,Liverpool,NSW,2170,Australia,www.sgch.com.au,20/05/2021,20/05/2021,Large,10,30-Jun,,Y,,,,,,,AUS,,,,,,,,,,,,,Y,,Y,,,,,,,,,Y,,,,,,,Y,,,,,,,Y,,,,,
81445748588,Australian Society for Biophysics Inc.,,Business,Victor Chang Cardiac Research Institute,Lowy-Packer Building,405 Liverpool St,Darlinghurst,NSW,2010,Australia,https://www.biophysics.org.au/,03/05/2021,28/07/1998,Small,5,30-Jun,Y,Y,,Y,,,Y,,AUS,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,
52386285711,Kassa-Miller Giving,,Business,,,,,,,,,19/04/2021,19/04/2021,Small,3,30-Jun,,,,,,,,,AUS,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,
,859913-W6T8K4 PAF,,Business,,,,,,,,,26/05/2021,26/05/2021,Small,2,30-Jun,,,,,,,,,AUS,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,
49648275861,NEED FOR FEED AUSTRALIA LTD,,Business,59-61 Beaconsfield-emerald Rd,,,Beaconsfield Upper,VIC,3808,Australia,https://www.needforfeed.org/,26/02/2021,26/02/2021,Medium,4,30-Jun,,Y,,Y,Y,,Y,,AUS,Y,,,,,,,,,,,,Y,,,Y,Y,Y,,,,Y,Y,Y,,Y,Y,,,,,,,,Y,,,,Y,Y,Y,,
22650011840,Foundation for Building Better Community Ltd,,Business,78 St Leonards Road,,,Ascot Vale,VIC,3032,AUSTRALIA,https://www.socialflourishing.com.au,07/05/2021,07/05/2021,Small,3,30-Jun,,,,,,,,,"PAK, ZMB",Y,,,,,,,,,,,,Y,,,Y,Y,,Y,,Y,,Y,Y,,,Y,,,,,,,,Y,,,,,Y,,,
45952690141,Thera Farms Australia Inc,,Business,L 10 50 Queen St,,,Melbourne,VIC,3000,Australia,https://www.therafarms.com.au/,09/03/2021,09/03/2021,Small,4,30-Jun,,,,,,,,,,,Y,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
